Gene1,Gene2
ILF2,PRKDC
RUVBL1,PRKDC
AR,PRKDC
PDCD11,TSFM
EEF1A1,TSFM
RAD51,AURKB
CBX3,AURKB
CENPK,AURKB
PSMD9,AURKB
TCF19,AURKB
MCM3,AURKB
UHRF1,AURKB
POLR1B,TTC27
DDX54,TTC27
TFE3,TFDP1
TFDP1,TFE3
POLR1B,WDR75
PDCD11,WDR75
DDX54,WDR75
POLR1C,WDR75
MYBBP1A,WDR75
POLR2F,METTL1
POLR2K,METTL1
PDCD11,MRPL1
XRCC6,CLU
TLR4,CD209
RAD51,TYMS
TFDP1,TYMS
ZRANB2,TYMS
MCM3,TYMS
STAT2,DDX58
STAT2,OAS1
STAT2,HLA-G
STAT2,XAF1
STAT2,IFITM1
STAT2,MX1
STAT2,SOCS3
STAT2,TLR7
TLR7,STAT2
STAT2,PSMB8
STAT2,OAS2
STAT2,IFITM3
STAT2,CXCR4
STAT2,IL6ST
STAT2,HLA-B
SRC,TLN1
FXR1,TLN1
YBX1,HNRNPA0
RNPS1,HNRNPA0
HNRNPK,HNRNPA0
SF1,HNRNPA0
ELAVL2,HNRNPA0
POLR2H,HNRNPA0
SFPQ,HNRNPA0
SNRPB,HNRNPA0
ILF3,HNRNPA0
RBMX,HNRNPA0
SRSF3,HNRNPA0
ALYREF,HNRNPA0
SRSF10,HNRNPA0
SRSF2,HNRNPA0
POLR2F,HNRNPA0
POLR2K,HNRNPA0
POLR2A,HNRNPA0
SCD5,SCD
SCD5,PPP2R1A
CTNNB1,USP9X
RAD51,RMI1
YBX1,SNRNP200
RNPS1,SNRNP200
HNRNPK,SNRNP200
SF1,SNRNP200
ELAVL2,SNRNP200
POLR2H,SNRNP200
SNRPB,SNRNP200
RBMX,SNRNP200
SRSF3,SNRNP200
ALYREF,SNRNP200
SRSF2,SNRNP200
POLR2F,SNRNP200
POLR2K,SNRNP200
POLR2A,SNRNP200
PHB2,CYC1
EEF1A1,TCP1
ZFP42,SOX2
SOX2,ZFP42
PDCD11,RPP25
POLR1B,NOC2L
PDCD11,NOC2L
DDX54,NOC2L
POLR1C,NOC2L
MYBBP1A,NOC2L
HIF1A,OS9
SSB,NCL
HNRNPK,NCL
ILF3,NCL
EEF1A1,NCL
XRCC6,NCL
PDCD11,NCL
ALYREF,NCL
SRSF2,NCL
RUVBL1,DDX39B
RUVBL1,MBIP
RUVBL1,TLE2
TLE2,RUVBL1
RUVBL1,ACTL6A
RUVBL1,NOP56
RUVBL1,POLE4
RUVBL1,RBBP4
RBBP4,RUVBL1
RUVBL1,TTI1
RUVBL1,ITGB3BP
RUVBL1,ILK
RUVBL1,ANP32E
RUVBL1,CTNNB1
CTNNB1,RUVBL1
RUVBL1,RUVBL2
RUVBL2,RUVBL1
RUVBL1,EEF1A1
EEF1A1,RUVBL1
RUVBL1,CENPO
RUVBL1,USP49
RUVBL1,CENPK
CENPK,RUVBL1
RUVBL1,H2AFX
RUVBL1,INO80D
RUVBL1,CCT4
RUVBL1,WDR5
WDR5,RUVBL1
RUVBL1,TLE1
TLE1,RUVBL1
RUVBL1,NUFIP1
RUVBL1,TLE3
TLE3,RUVBL1
RUVBL1,HIST1H2BH
RUVBL1,TEX10
RUVBL1,UPF1
UPF1,RUVBL1
RUVBL1,DKC1
RUVBL1,RPL35A
RUVBL1,DPCD
RUVBL1,HIST1H4I
RUVBL1,POLE3
RUVBL1,NHP2L1
RUVBL1,NUDC
RUVBL1,RPS20
RUVBL1,ACTG1
RUVBL1,PRMT5
DAXX,SUMO4
BMP2,GREM2
MAPK10,BID
DAXX,BID
SNRPB,PRMT5
RBBP4,PRMT5
PRDM1,PRMT5
WDR5,PRMT5
GATAD2A,PRMT5
SMARCD1,PRMT5
DNMT1,PRMT5
TRAF6,MALT1
CENPK,NUDC
SRC,AGTRAP
FXR1,AGTRAP
SRC,TRIP10
CENPK,DYNC1I1
PGR,DYNC1I1
AR,DYNC1I1
EZH2,TOP2A
EZH2,KIF15
EZH2,ATRX
ATRX,EZH2
EZH2,DTL
EZH2,PBX1
PBX1,EZH2
EZH2,H3F3A
EZH2,POLR2H
POLR2H,EZH2
EZH2,CAMKMT
EZH2,RBBP4
RBBP4,EZH2
EZH2,DNMT3B
DNMT3B,EZH2
EZH2,CTNNB1
CTNNB1,EZH2
EZH2,GATA4
GATA4,EZH2
EZH2,RARG
RARG,EZH2
EZH2,H2AFX
EZH2,WDR5
WDR5,EZH2
EZH2,RRM2
EZH2,TET2
EZH2,HOXB3
HOXB3,EZH2
EZH2,TFDP1
TFDP1,EZH2
EZH2,ASXL1
ASXL1,EZH2
EZH2,TTK
EZH2,HIST1H2BH
EZH2,PARP1
PARP1,EZH2
EZH2,KDM6A
EZH2,GATAD2A
GATAD2A,EZH2
EZH2,ASH2L
ASH2L,EZH2
EZH2,UBAP2L
EZH2,SRSF2
SRSF2,EZH2
EZH2,COMMD3-BMI1
EZH2,POLR2F
POLR2F,EZH2
EZH2,DNMT1
DNMT1,EZH2
EZH2,POLR2K
POLR2K,EZH2
EZH2,AR
AR,EZH2
EZH2,SNAI2
SNAI2,EZH2
EZH2,NCOA6
NCOA6,EZH2
EZH2,KDM2B
EZH2,CDYL
EZH2,UHRF1
UHRF1,EZH2
EZH2,PHC1
EZH2,POLR2A
POLR2A,EZH2
EWSR1,EML4
ATF6,CALR
TRAF6,IL17RA
FXR1,ATP11B
ASB9,RCHY1
WWP1,RCHY1
HOXB2,RCHY1
ASB4,RCHY1
RNF14,RCHY1
RNF19A,RCHY1
AR,RCHY1
ASB4,ASB9
ASB9,ASB4
ASB4,WWP1
WWP1,ASB4
ASB4,FBXL16
ASB4,ITCH
ASB4,PJA2
ASB4,TRIM4
ASB4,COMMD3
ASB4,GLMN
ASB4,RNF213
ASB4,KLHL13
ASB4,UBE2V2
ASB4,CDC20
ASB4,NEDD4L
ASB4,WSB2
ASB4,UBA1
ASB4,RNF14
RNF14,ASB4
ASB4,UBE2G1
ASB4,FBXL18
ASB4,MYLIP
ASB4,MEX3C
ASB4,TRIM71
ASB4,NAE1
ASB4,CUL1
ASB4,KLHL5
ASB4,UBE2C
ASB4,RNF19A
RNF19A,ASB4
ASB4,SOCS3
ASB4,IRS4
ASB4,LMO7
ASB4,RNF217
ASB4,NEDD4
ASB4,UBE2H
ASB4,KLHL21
ASB4,ASB11
PDCD11,RRP7A
LZTS1,CDC25C
E2F4,CDC25C
TFDP1,CDC25C
SNRPB,GEMIN4
ETV4,EWSR1
EWSR1,ETV4
MCM3,DSCC1
PPARA,FADS1
NCOA6,FADS1
POLR1B,RRS1
SSB,RRS1
PDCD11,RRS1
DDX54,RRS1
POLR2H,RRS1
POLR1C,RRS1
MYBBP1A,RRS1
HNRNPAB,DCTPP1
KHSRP,EXOSC3
PDCD11,EXOSC3
PARN,EXOSC3
E2F7,CDCA8
SOX2,POU2F1
POU2F1,SOX2
SOX2,FOXD3
FOXD3,SOX2
SOX2,PBX1
PBX1,SOX2
SOX2,LCMT1
SOX2,POLR2H
POLR2H,SOX2
SOX2,DPPA4
SOX2,OTX2
OTX2,SOX2
SOX2,MSX1
MSX1,SOX2
SOX2,FGFR1
SOX2,PROM1
SOX2,NR0B1
NR0B1,SOX2
SOX2,CTNNB1
CTNNB1,SOX2
SOX2,GATA4
GATA4,SOX2
SOX2,POU5F1B
SOX2,FN1
SOX2,LIN28A
LIN28A,SOX2
SOX2,KLF5
KLF5,SOX2
SOX2,TCF4
TCF4,SOX2
SOX2,EOMES
EOMES,SOX2
SOX2,COMMD3-BMI1
SOX2,POLR2F
POLR2F,SOX2
SOX2,SALL2
SALL2,SOX2
SOX2,DNMT1
DNMT1,SOX2
SOX2,POLR2K
POLR2K,SOX2
SOX2,POU3F1
POU3F1,SOX2
SOX2,ZEB1
ZEB1,SOX2
SOX2,SNAI2
SNAI2,SOX2
SOX2,POLR2A
POLR2A,SOX2
SOX2,FABP7
MED14,MED16
MED16,MED14
MED14,CCNC
MED14,POLR2H
POLR2H,MED14
MED14,MED22
MED14,MED18
MED14,ADIPOQ
MED14,MED12L
MED14,POLR2F
POLR2F,MED14
MED14,POLR2K
POLR2K,MED14
MED14,CD36
MED14,POLR2A
POLR2A,MED14
DDX54,POLR1B
POLR1B,DDX54
DDX54,WDR36
DDX54,TSR2
DDX54,CIRH1A
DDX54,DDX27
DDX54,RSL1D1
DDX54,RPF2
DDX54,EBNA1BP2
DDX54,NOP56
DDX54,TFB2M
DDX54,WDR18
DDX54,GNL3
DDX54,BOP1
DDX54,DIEXF
DDX54,MRTO4
DDX54,NOC3L
DDX54,UTP14A
DDX54,FTSJ3
DDX54,DDX24
DDX54,RBM19
DDX54,RRP15
DDX54,NOC4L
DDX54,SDAD1
DDX54,BRIX1
DDX54,DHX15
DDX54,MYBBP1A
MYBBP1A,DDX54
DDX54,RBM34
DDX54,DHX34
DDX54,PAK1IP1
DDX54,MAK16
DDX54,EIF6
DDX54,GPATCH4
DDX54,PDCD11
PDCD11,DDX54
DDX54,RRP1B
DDX54,TRMT61A
DDX54,TEX10
DDX54,HEATR1
DDX54,DKC1
DDX54,RRP12
DDX54,DDX51
DDX54,LTV1
DDX54,WDR74
DDX54,NOP14
DDX54,WDR43
DDX54,NGDN
DDX54,NLE1
DDX54,NOP2
FOXJ1,SPAG6
TRIM25,OAS1
TRIM25,TRAF6
TRAF6,TRIM25
TRIM25,CASP8
TRIM25,GBP5
TRIM25,ITCH
TRIM25,HLA-DRB5
TRIM25,SP100
SP100,TRIM25
TRIM25,HLA-DQB2
TRIM25,RFC5
TRIM25,POLH
TRIM25,OAS2
TRIM25,EIF5A
TRIM25,RFC4
TRIM25,USP10
TRIM25,RPA2
TRIM25,MAVS
TRIM25,GBP6
TRIM25,NCAM1
TRIM25,RNF216
TRIM25,DDX58
TRIM25,HLA-G
TRIM25,IFI30
TRIM25,PTAFR
TRIM25,MX1
TRIM25,GBP4
TRIM25,PCNA
TRIM25,CIITA
CIITA,TRIM25
TRIM25,KLF5
KLF5,TRIM25
TRIM25,EIF4G2
TRIM25,EIF4E
TRIM25,HLA-DRB1
TRIM25,HLA-DQA1
TRIM25,EIF4G3
TRIM25,EIF4E3
TRIM25,HLA-B
TRIM25,RFC3
TRIM25,HLA-DQB1
SRC,ZYX
CTNNB1,ZYX
GRHL1,CHD9
GRHL1,PPARA
PPARA,GRHL1
GRHL1,NCOA6
NCOA6,GRHL1
GRHL1,TBL1XR1
RNPS1,PPP2R1A
CTNNB1,PPP2R1A
CNTRL,PPP2R1A
CENPK,PPP2R1A
UPF2,PPP2R1A
PSMD9,PPP2R1A
UPF1,PPP2R1A
PGR,NRIP1
NRIP1,PGR
PGR,SRC
SRC,PGR
PGR,GATA3
GATA3,PGR
PGR,CAPZA2
PGR,HSPA2
PGR,PTGES3
PGR,TLE3
TLE3,PGR
PGR,HSP90AB1
PGR,HSPA8
PGR,DYNC1H1
PGR,PRKACB
PGR,MAPK10
MAPK10,PGR
PGR,UBE2I
PGR,ERBB4
PGR,PIK3CD
PGR,AR
AR,PGR
PGR,HSPA1B
PGR,PIK3R1
YBX1,HNRNPM
SSB,HNRNPM
RNPS1,HNRNPM
HNRNPK,HNRNPM
SF1,HNRNPM
ELAVL2,HNRNPM
POLR2H,HNRNPM
SFPQ,HNRNPM
SNRPB,HNRNPM
HNRNPAB,HNRNPM
ILF3,HNRNPM
FUBP1,HNRNPM
EWSR1,HNRNPM
RBMX,HNRNPM
SRSF3,HNRNPM
KHSRP,HNRNPM
ALYREF,HNRNPM
ILF2,HNRNPM
SRSF10,HNRNPM
SRSF2,HNRNPM
POLR2F,HNRNPM
POLR2K,HNRNPM
RBFOX2,HNRNPM
POLR2A,HNRNPM
DNMT3B,MAT2B
DNMT1,MAT2B
CTNNB1,WNT11
MED16,CCNC
MED16,MED22
MED16,MED18
MED16,ADIPOQ
MED16,MED12L
MED16,CD36
MED16,SUPT7L
SUPT7L,MED16
YBX1,SRSF7
SRSF3,SRSF7
RNPS1,SRSF7
HNRNPK,SRSF7
ALYREF,SRSF7
SF1,SRSF7
ELAVL2,SRSF7
POLR2H,SRSF7
SRSF10,SRSF7
SNRPB,SRSF7
SRSF2,SRSF7
POLR2F,SRSF7
POLR2K,SRSF7
SAP18,SRSF7
RBMX,SRSF7
POLR2A,SRSF7
TFDP1,PMAIP1
PSMD9,TNFRSF12A
ASB9,CUL1
WWP1,CUL1
MAML3,CUL1
CTNNB1,CUL1
RNF14,CUL1
E2F4,CUL1
TFDP1,CUL1
PSMD9,CUL1
RNF19A,CUL1
RBPJ,CUL1
SERTAD2,DZIP1L
POLR1B,IMP3
PDCD11,IMP3
POLR2F,IMP3
POLR1C,IMP3
RAD51,MDH2
PURA,MDH2
POLR1B,CIRH1A
PDCD11,CIRH1A
POLR1C,CIRH1A
MYBBP1A,CIRH1A
TLR4,BGN
BMPR1A,BMP8A
ATF6,P4HB
HIF1A,P4HB
YAF2,EHMT2
EHMT2,YAF2
YAF2,CBX3
CBX3,YAF2
YAF2,BCORL1
YAF2,FBRSL1
YAF2,TFDP1
TFDP1,YAF2
YAF2,KDM2B
YAF2,PDCD5
RAD51,PIF1
BMP2,NOG
GATA4,NOG
BMPR1A,NOG
DNMT3B,H2AFX
DNMT3B,AMD1
DNMT3B,TET2
DNMT3B,HIST1H2BH
DNMT3B,EHMT2
EHMT2,DNMT3B
DNMT3B,DPPA4
DNMT3B,RBBP4
RBBP4,DNMT3B
DNMT3B,BAZ2A
DNMT3B,UBE2I
DNMT3B,DNMT1
DNMT1,DNMT3B
DNMT3B,SAP18
SAP18,DNMT3B
DNMT3B,HELLS
DNMT3B,UHRF1
UHRF1,DNMT3B
SIX6,FZD5
SIX6,OTX2
OTX2,SIX6
SIX6,DACH1
DACH1,SIX6
FOXK1,ASXL1
ASXL1,FOXK1
POLR1B,NOC4L
PDCD11,NOC4L
POLR1C,NOC4L
MYBBP1A,NOC4L
GTF2H2,POLR1B
POLR1B,GTF2H2
GTF2H2,TAF8
GTF2H2,SUMO3
GTF2H2,SUMO2
GTF2H2,MLLT3
MLLT3,GTF2H2
GTF2H2,USP7
GTF2H2,PARP1
PARP1,GTF2H2
GTF2H2,TAF1L
TAF1L,GTF2H2
GTF2H2,LIG3
GTF2H2,PCNA
GTF2H2,POLE4
GTF2H2,POLR2H
POLR2H,GTF2H2
GTF2H2,UBE2V2
GTF2H2,POLE3
GTF2H2,POLD1
GTF2H2,RFC5
GTF2H2,UBE2I
GTF2H2,POLR2F
POLR2F,GTF2H2
GTF2H2,POLR2K
POLR2K,GTF2H2
GTF2H2,CHEK1
GTF2H2,RFC4
GTF2H2,RPA2
GTF2H2,POLR1C
POLR1C,GTF2H2
GTF2H2,TCEA1
TCEA1,GTF2H2
GTF2H2,RFC3
GTF2H2,POLR2A
POLR2A,GTF2H2
HOXB4,H2AFX
HOXB4,HOXB6
HOXB6,HOXB4
HOXB4,WDR5
WDR5,HOXB4
HOXB4,HOXB3
HOXB3,HOXB4
HOXB4,HIST1H2BH
HOXB4,KDM6A
HOXB4,ASH2L
ASH2L,HOXB4
HOXB4,POLR2H
POLR2H,HOXB4
HOXB4,POLR2F
POLR2F,HOXB4
HOXB4,POLR2K
POLR2K,HOXB4
HOXB4,NCOA6
NCOA6,HOXB4
HOXB4,POLR2A
POLR2A,HOXB4
HOXB4,GATA2
GATA2,HOXB4
CREB3L2,CREB3L4
CREB3L4,CREB3L2
CREB3L2,PRKACB
TBX20,SLC25A21
HIST1H1B,HMGB1
HIST1H1B,H1F0
H1F0,HIST1H1B
HIST1H1B,KAT6A
KAT6A,HIST1H1B
HIST1H1B,HMGA1
HMGA1,HIST1H1B
HIST1H1B,H3F3A
HIST1H1B,TRIM33
TRIM33,HIST1H1B
HIST1H1B,CBX3
CBX3,HIST1H1B
HIST1H1B,DNMT1
DNMT1,HIST1H1B
HIST1H1B,DFFB
ASB9,SOCS3
WWP1,SOCS3
RNF19A,SOCS3
RNF14,SOCS3
WDR5,WDR5B
ASH2L,WDR5B
BRWD1,ATRX
ATRX,BRWD1
HOXB2,H2AFX
HOXB2,WDR5
WDR5,HOXB2
HOXB2,HIST1H2BH
HOXB2,PBX1
PBX1,HOXB2
HOXB2,KDM6A
HOXB2,ASH2L
ASH2L,HOXB2
HOXB2,POLR2H
POLR2H,HOXB2
HOXB2,POLR2F
POLR2F,HOXB2
HOXB2,POLR2K
POLR2K,HOXB2
HOXB2,NCOA6
NCOA6,HOXB2
HOXB2,POLR2A
POLR2A,HOXB2
UPF2,DHX34
UPF1,DHX34
SNRPB,NOP10
POLR2K,NOP10
LMO3,CRIP1
PURA,POLA1
PURA,RAD51
RAD51,PURA
PURA,PCNA
PURA,RPA2
PURA,MCM3
MCM3,PURA
PURA,RFC3
SOX3,ATP11C
NR2C1,NRIP1
NRIP1,NR2C1
NR2C1,UBE2I
NR0B1,MC2R
TGFB1I1,PARVA
SRC,UNC5B
GATA4,HAND2
HAND2,GATA4
GATA4,TBX20
TBX20,GATA4
GATA4,GATA3
GATA3,GATA4
GATA4,BMPR2
GATA4,HOPX
HOPX,GATA4
GATA4,BMPR1A
BMPR1A,GATA4
GATA4,ZFPM2
ZFPM2,GATA4
GATA4,NFATC1
NFATC1,GATA4
GATA4,BMP2
BMP2,GATA4
GATA4,ACTA1
GATA4,MYOCD
MYOCD,GATA4
GATA4,SMAD5
SMAD5,GATA4
GATA4,GATA2
GATA2,GATA4
CENPK,ERCC6L
SRC,PTPRB
CTNNB1,PTPRB
LIN28A,DPPA4
TRIM33,ADORA2A
CBX3,H3F3A
CBX3,RBBP4
RBBP4,CBX3
CBX3,CDC7
CBX3,H2AFX
CBX3,TFDP1
TFDP1,CBX3
CBX3,HIST1H2BH
CBX3,GATAD2A
GATAD2A,CBX3
CBX3,EHMT2
EHMT2,CBX3
EEF1A1,EIF5A
EWSR1,TNPO1
YBX1,DHX15
POLR1B,DHX15
RNPS1,DHX15
HNRNPK,DHX15
SF1,DHX15
ELAVL2,DHX15
POLR2H,DHX15
SNRPB,DHX15
ILF3,DHX15
RBMX,DHX15
SRSF3,DHX15
DEK,DHX15
PDCD11,DHX15
ALYREF,DHX15
SRSF2,DHX15
U2AF1,DHX15
POLR2F,DHX15
POLR2K,DHX15
POLR2A,DHX15
SUPT7L,ATXN7
SUPT7L,TAF8
SUPT7L,TADA1
POLR1B,NME1
POLR2H,NME1
POLR2F,NME1
POLR1C,NME1
SMAD5,ZFYVE16
BMPR1A,ZFYVE16
BMP2,ZFYVE16
TLR4,NLRP3
TLR7,NLRP3
RBBP4,FAM60A
PHF21A,FAM60A
HDAC9,FAM60A
SAP18,FAM60A
GATAD2A,FAM60A
SRC,LCK
TRAF6,LCK
MXD4,NIF3L1
WWP1,PSMF1
HIF3A,PSMF1
PSMD9,PSMF1
CTNNB1,PSMF1
HIF1A,PSMF1
ASB9,UBA1
WWP1,UBA1
RNF14,UBA1
RNF19A,UBA1
BCL11A,RBBP4
RBBP4,BCL11A
POLR1B,ZC3H15
SSB,ZC3H15
POLR1B,BRIX1
PDCD11,BRIX1
POLR2F,BRIX1
POLR1C,BRIX1
CNTRL,TUBB
EEF1A1,RPS17
EEF1A1,RPS28
EEF1A1,RPL39
EEF1A1,RPL7
EEF1A1,RPL27
EEF1A1,RAN
EEF1A1,HNRNPA1
EEF1A1,RPL22L1
EEF1A1,PABPC4
EEF1A1,RPS25
EEF1A1,RPL5
EEF1A1,EIF3M
EEF1A1,EIF2S2
EEF1A1,RPS10
EEF1A1,EEF1B2
EEF1A1,RSRC1
EEF1A1,RPS2
EEF1A1,VARS
EEF1A1,ETF1
EEF1A1,RPL34
EEF1A1,CCT4
EEF1A1,HSPD1
EEF1A1,HSP90AB1
EEF1A1,RPS24
EEF1A1,RPL23
EEF1A1,RPS6
EEF1A1,HSPA8
EEF1A1,RPL35A
EEF1A1,PSMA7
EEF1A1,RPS7
EEF1A1,RPL10A
EEF1A1,NHP2L1
EEF1A1,RPS20
EEF1A1,RPL22
EEF1A1,WDR31
EEF1A1,ACTG1
EEF1A1,POLR2A
POLR2A,EEF1A1
EEF1A1,RPL6
BTF3,RPS7
RNPS1,RPS7
UPF2,RPS7
PDCD11,RPS7
UPF1,RPS7
PDCD11,RRP1B
TRIM22,HLA-DQA1
CIITA,HLA-DQA1
SP100,HLA-DQA1
H1F0,DFFB
SP100,TRIM2
CIITA,TRIM2
TLE1,CAMK2D
PARP1,CAMK2D
RNPS1,RPL7
UPF2,RPL7
PDCD11,RPL7
UPF1,RPL7
RBFOX2,RBPMS
YBX1,CAPRIN1
FXR1,CAPRIN1
ASH2L,RARG
RARG,ASH2L
ASH2L,H2AFX
ASH2L,WDR5
WDR5,ASH2L
ASH2L,TLE1
TLE1,ASH2L
ASH2L,SPP1
ASH2L,HOXB3
HOXB3,ASH2L
ASH2L,TLE3
TLE3,ASH2L
ASH2L,HIST1H2BH
ASH2L,TLE2
TLE2,ASH2L
ASH2L,PBX1
PBX1,ASH2L
ASH2L,DPY30
ASH2L,KDM6A
ASH2L,CXXC1
CXXC1,ASH2L
ASH2L,POLR2H
POLR2H,ASH2L
ASH2L,RBBP4
RBBP4,ASH2L
ASH2L,POLR2F
POLR2F,ASH2L
ASH2L,POLR2K
POLR2K,ASH2L
ASH2L,CTNNB1
CTNNB1,ASH2L
ASH2L,NCOA6
NCOA6,ASH2L
ASH2L,PRMT1
ASH2L,POLR2A
POLR2A,ASH2L
ASH2L,PRMT6
CTNNB1,WNT7B
PDCD11,MRPL20
HDGF,PTN
SRC,PTN
TGFB1I1,PTK2
SRC,PTK2
WDR5,DCAF5
CTNNB1,RANBP3
YBX1,HNRNPA1
SSB,HNRNPA1
RNPS1,HNRNPA1
HNRNPK,HNRNPA1
SF1,HNRNPA1
ELAVL2,HNRNPA1
POLR2H,HNRNPA1
SFPQ,HNRNPA1
SNRPB,HNRNPA1
ILF3,HNRNPA1
EWSR1,HNRNPA1
RBMX,HNRNPA1
SRSF3,HNRNPA1
KHSRP,HNRNPA1
ALYREF,HNRNPA1
ILF2,HNRNPA1
SRSF10,HNRNPA1
SRSF2,HNRNPA1
POLR2F,HNRNPA1
POLR2K,HNRNPA1
POLR2A,HNRNPA1
YBX1,RPS2
POLR1B,RPS2
RNPS1,RPS2
UPF2,RPS2
PDCD11,RPS2
UPF1,RPS2
POLR2F,RPS2
POLR1C,RPS2
POLR2A,RPS2
ILF2,SLPI
WWP1,ERBB4
PDGFA,ERBB4
SP100,OAS2
TRIM22,OAS2
CIITA,OAS2
POLR2K,PUF60
POLR2K,SNAPC3
SNAPC3,POLR2K
POLR2K,SF3A3
POLR2K,MAGOH
POLR2K,RARG
RARG,POLR2K
POLR2K,SRRT
POLR2K,YBX1
YBX1,POLR2K
POLR2K,POLR1B
POLR1B,POLR2K
POLR2K,CHERP
POLR2K,H2AFX
POLR2K,SRSF3
SRSF3,POLR2K
POLR2K,SSB
SSB,POLR2K
POLR2K,PPIL6
POLR2K,POU2F1
POU2F1,POLR2K
POLR2K,WDR5
WDR5,POLR2K
POLR2K,POLR3G
POLR2K,DEK
DEK,POLR2K
POLR2K,LSM5
POLR2K,TAF8
POLR2K,RNPS1
RNPS1,POLR2K
POLR2K,HOXB3
HOXB3,POLR2K
POLR2K,ESRP1
POLR2K,HNRNPK
HNRNPK,POLR2K
POLR2K,MLLT3
MLLT3,POLR2K
POLR2K,PPIL1
POLR2K,USP7
POLR2K,SNRPN
POLR2K,HIST1H2BH
POLR2K,NFIB
NFIB,POLR2K
POLR2K,PBX1
PBX1,POLR2K
POLR2K,TAF1L
TAF1L,POLR2K
POLR2K,ALYREF
ALYREF,POLR2K
POLR2K,ESRP2
POLR2K,NFIA
NFIA,POLR2K
POLR2K,SF1
SF1,POLR2K
POLR2K,RAN
POLR2K,DDX21
POLR2K,LIG3
POLR2K,HSPA8
POLR2K,KDM6A
POLR2K,GTF3C6
POLR2K,PCNA
POLR2K,HNRNPA3
POLR2K,ELAVL2
ELAVL2,POLR2K
POLR2K,POLE4
POLR2K,POLR2H
POLR2H,POLR2K
POLR2K,GTF3C4
GTF3C4,POLR2K
POLR2K,SRSF10
SRSF10,POLR2K
POLR2K,LSM4
POLR2K,SNRPB
SNRPB,POLR2K
POLR2K,HNRNPC
POLR2K,TRA2B
POLR2K,BCAS2
POLR2K,RBBP4
RBBP4,POLR2K
POLR2K,POLE3
POLR2K,PTBP1
POLR2K,LSM6
POLR2K,SRSF2
SRSF2,POLR2K
POLR2K,POLD1
POLR2K,RFC5
POLR2K,NHP2L1
POLR2K,POLR2F
POLR2F,POLR2K
POLR2K,HNRNPF
POLR2K,NFIC
NFIC,POLR2K
POLR2K,HNRNPH1
POLR2K,CHEK1
POLR2K,RFC4
POLR2K,SNRNP25
POLR2K,RPA2
POLR2K,INTS9
POLR2K,POLR1C
POLR1C,POLR2K
POLR2K,NCOA6
NCOA6,POLR2K
POLR2K,POU2F2
POU2F2,POLR2K
POLR2K,RBFOX2
RBFOX2,POLR2K
POLR2K,U2SURP
POLR2K,TCEA1
TCEA1,POLR2K
POLR2K,RBMX
RBMX,POLR2K
POLR2K,CWC27
POLR2K,POLR3GL
POLR2K,INTS1
POLR2K,RFC3
POLR2K,CPSF7
POLR2K,BUD31
POLR2K,POLR2A
POLR2A,POLR2K
POLR2K,MYBBP1A
MYBBP1A,POLR2K
ZRANB2,UBE4B
SP100,NUP153
SP100,OAS1
SP100,GBP5
SP100,RAE1
SP100,DAXX
DAXX,SP100
SP100,TRIM38
SP100,NUP160
SP100,HLA-DRB5
SP100,TRIM22
TRIM22,SP100
SP100,NUP62
SP100,HLA-DQB2
SP100,GBP6
SP100,NCAM1
SP100,HLA-G
SP100,IFI30
SP100,PTAFR
SP100,SUMO2
SP100,GBP4
SP100,CIITA
CIITA,SP100
SP100,UBE2I
SP100,NUP188
SP100,ETS1
ETS1,SP100
SP100,HLA-DRB1
SP100,HLA-B
SP100,HLA-DQB1
AR,PKN1
WDR5,USP1
TRAF6,USP7
DAXX,USP7
POLR2H,USP7
TCEA1,USP7
MDM4,USP7
TRIM27,USP7
POLR2F,USP7
DNMT1,USP7
UHRF1,USP7
POLR2A,USP7
TRAF6,MAP4K4
TLR4,MAP4K4
OTX2,SOX3
SOX3,OTX2
OTX2,DKK1
OTX2,MEIS2
MEIS2,OTX2
SFPQ,PSPC1
CTNNB1,PSMB9
CTNNB1,CDC42
CTNNB1,SRC
SRC,CTNNB1
CTNNB1,MAGI1
CTNNB1,CDH24
CTNNB1,TLE2
TLE2,CTNNB1
CTNNB1,TGFBR1
CTNNB1,XPO1
CTNNB1,PTPRJ
CTNNB1,FZD5
CTNNB1,NUMB
CTNNB1,MSN
CTNNB1,SOX3
SOX3,CTNNB1
CTNNB1,FGFR1
CTNNB1,ENAH
CTNNB1,ILK
CTNNB1,PLEKHA7
CTNNB1,RUVBL2
RUVBL2,CTNNB1
CTNNB1,MAP2K6
CTNNB1,PAK3
CTNNB1,FN1
CTNNB1,SOX13
SOX13,CTNNB1
CTNNB1,IGF2
CTNNB1,YWHAQ
CTNNB1,H2AFX
CTNNB1,PSMB2
CTNNB1,GDNF
CTNNB1,TLE1
TLE1,CTNNB1
CTNNB1,CACYBP
CTNNB1,YWHAZ
CTNNB1,PECAM1
CTNNB1,PSMD9
PSMD9,CTNNB1
CTNNB1,TLE3
TLE3,CTNNB1
CTNNB1,HIST1H2BH
CTNNB1,PSMB10
CTNNB1,FZD4
CTNNB1,TJP2
CTNNB1,PTPRM
CTNNB1,YWHAB
CTNNB1,CSNK1A1
CTNNB1,KIFC3
CTNNB1,PPP2CA
CTNNB1,ACTA1
CTNNB1,FZD8
CTNNB1,PRKACB
CTNNB1,TCF4
TCF4,CTNNB1
CTNNB1,PSMB8
CTNNB1,PSMA7
