BRD-K70792160,CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc12
BRD-A26711594,COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN(C)Cc1ccccc1
BRD-K76810206,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13
BRD-K35960502,Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O
BRD-K28912512,NC(=O)c1cccnc1
BRD-K05395900,CN1CCC[C@H]1c1cccnc1
BRD-A43331270,CCCN1C(C)=C(C(c2cccc(c2)[N+]([O-])=O)C(C(=O)ON2CCC(CC2)(c2ccccc2)c2ccccc2)=C1C)C(=O)OC
BRD-K91544578,CCN(CC)C(=O)c1cccnc1
BRD-K81528515,Cc1cn(cn1)-c1cc(NC(=O)c2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)cc(c1)C(F)(F)F
BRD-K76775527,CS(=O)(=O)Nc1ccc(cc1Oc1ccccc1)[N+]([O-])=O
BRD-A58048407,COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C
BRD-K49075727,COC(=O)c1ccc2c(NC(=O)\C2=C(/Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1
BRD-A95696066,CNCCC(Oc1ccccc1OC)c1ccccc1
BRD-A02006392,CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC
BRD-K84011460,CCN(CC)Cc1nccn1-c1ccc(cc1C(=O)c1ccccc1Cl)[N+]([O-])=O
BRD-K83699324,CN1CCN(CC1)c1ccc(OC(F)(F)F)c(Nc2ncc3CCc4c(nn(CCO)c4-c3n2)C(N)=O)c1
BRD-A09349126,CC(=O)O[C@]1(CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@@]21C)C#C
BRD-A39415247,C[C@]12CCC3C(CCC4=CC(=O)CC[C@H]34)C1CC[C@@]2(O)C#C
BRD-K11196887,CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N1CCNCC1
BRD-A14886633,CC[C@]12CCC3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
BRD-K91263825,CNCCC=C1c2ccccc2CCc2ccccc12
BRD-K91301684,COc1ccc2[C@@H](OC(=O)c2c1OC)[C@@H]1N(C)CCc2cc3OCOc3c(OC)c12
BRD-K85307935,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
BRD-A68739437,COc1cc(ccc1Nc1ncc2N(C)C(=O)CC(C)N(C3CCCC3)c2n1)C(=O)NC1CCN(C)CC1
BRD-K64874225,CC(=C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12
BRD-K74371986,CC(C)CCNc1ncccc1C(=O)N1CCN(Cc2ccccc2)CC1
BRD-K09537769,O=c1cc(oc2c3ccccc3ccc12)N1CCOCC1
BRD-K00337317,O=c1cc(oc2c(cccc12)-c1cccc2c3ccccc3sc12)N1CCOCC1
BRD-A12230535,COc1ccc(C2=NC(C(N2C(=O)N2CCNC(=O)C2)c2ccc(Cl)cc2)c2ccc(Cl)cc2)c(OC(C)C)c1
BRD-K20696416,C1CN(C1)CC2CC(C2)N3C=C(C4=C3N=CN=C4N)C5=CC(=CC=C5)OCC6=CC=CC=C6
BRD-K65182930,CCNC(=O)C1=C(C(=C2C=C(C(=CC2=O)O)C(C)C)ON1)C3=CC=C(C=C3)CN4CCOCC4
BRD-K12184916,Cn1c2cnc3ccc(cc3c2n(-c2ccc(cc2)C(C)(C)C#N)c1=O)-c1cnc2ccccc2c1
BRD-K42728290,CCN1CCN(CC1)c1ccc(Nc2cc(ncn2)N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)cc1
BRD-K79259477,Cc1ccc(cc1Nc1nc(nc2n(C)ncc12)-c1cccnc1)C(=O)Nc1cccc(c1)C(F)(F)F
BRD-K77396579,O=C(CNCCNc1ccc(cn1)C#N)N1CCC[C@H]1C#N
BRD-K21025364,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(cc2OC)N2CCOCC2)ncc1Cl
BRD-K50140147,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1
BRD-K46133855,CC(C)(C)[N+](\[O-])=C\c1ccc(cc1S(O)(=O)=O)S(O)(=O)=O
BRD-K92041145,Nc1nc(OCc2ccccc2)c2[nH]cnc2n1
BRD-K22097830,CC(C)c1ccc(cc1)C(=O)NCCOc1ccc(cc1)C(O)=O
BRD-K22822991,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(cc1)S(C)(=O)=O)C(F)(F)F)C(=O)NC1(CC1)C#N
BRD-A24228527,CC1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O
BRD-K92303087,CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1
BRD-K18895904,CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12
BRD-K02113016,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1
BRD-K78485176,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1
BRD-K20745393,Cc1[nH]c(=O)c(cc1-c1ccc2nccn2c1)C#N
BRD-K36680103,COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1
BRD-A19736161,Cc1nccn1CC1CCc2c(C1=O)c1ccccc1n2C
BRD-A36331462,COC[C@H](NC(=O)[C@H](COC)NC(=O)c1cnc(C)s1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C1(C)CO1
BRD-K55966568,Cc1[nH]c(\C=C2/C(=O)Nc3ccccc23)c(C)c1CCC(O)=O
BRD-K67068943,CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(O)=O)C(O)=O
BRD-K41434598,CC1(CN)Cc2ccccc2C1
BRD-K63343048,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
BRD-A42759514,Cc1ncc(n1CC(O)CCl)[N+]([O-])=O
BRD-A53576514,CN(C)CCOC(c1ccccc1)c1ccccc1C
BRD-K00674894,CNC(=O)c1ccc2cc(ccc2c1)[C@]1(O)CCn2cncc12
BRD-K93767137,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O
BRD-K94012289,COC1=CC=CC2=CC(=C3C4=C(N=CNN4C(=N3)C5CCC(CC5)C(=O)O)N)N=C21
BRD-K87124298,COc1cccc2cc([nH]c12)-c1nc([C@H]2CC[C@@H](CC2)C(O)=O)n2ncnc(N)c12
BRD-K25340465,FC(F)(F)Oc1ccc(NC(=O)c2sccc2NCc2ccnc3ccccc23)cc1
BRD-K42805893,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1cn(C)c2ccccc12
BRD-K29735307,C[C@](O)(COc1ccc(cc1)C#N)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F
BRD-K80082640,COC(=O)[C@H](Cc1cccc(c1)C(N)=N)[C@@H](C)NC(=O)c1ccc(cc1)-c1cc[n+]([O-])cc1
BRD-K85337334,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(cc1)C(=O)OCC[N+](C)(CC)CC
BRD-K53417444,CN(C)C[C@H]1CC[C@@H](CC1)Nc1c(cnc2ccc(nc12)-c1cc(Cl)c(O)c(Cl)c1)C(C)=O
BRD-K92467929,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C
BRD-K25394294,OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1
BRD-K02079473,O=c1[nH]c2ccccc2n1CCCN1CCN(CC1)C(c1ccccc1)c1ccccc1
BRD-A33447119,COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)c1ccccc1
BRD-K56104152,Clc1ccc(CO\N=C(/Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
BRD-K78096648,Oc1nc2ccccc2n1C1CCN(CCOc2ccccc2)CC1
BRD-K59037100,COc1ccc(C(=O)c2ccccc2)c(O)c1
BRD-K04185004,CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC
BRD-A65013509,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c1ccccc1
BRD-K16195444,Cc1cc(c(O)c(C)c1CC1=NCCN1)C(C)(C)C
BRD-K31841515,O=c1[nH]c2n[nH]cc2c(=O)[nH]1
BRD-K53061490,OC(=O)\C=C\c1ccc(Cn2ccnc2)cc1
BRD-K96671969,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc1ccc(OC(F)(F)F)cc1
BRD-A28746609,CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)C3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1
BRD-K51313569,CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O
BRD-K68095457,CCCCCCCCCCCCCCCC(=O)NCCO
BRD-A50998626,COc1ccc(COc2cc3oc(=O)c4cc(ccc4c3cc2OC)C(C)O)cc1
BRD-K08924299,O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]1CN2CCC1CC2
BRD-K83794243,CC1(C)CCC(C)(C)c2cc(\C=C\c3ccc(cc3)C(O)=O)c(Cn3cccn3)cc12
BRD-A22380646,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
BRD-K15567136,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
BRD-K41524689,CC(=O)Nc1ccc(O)cc1
BRD-K60585088,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1C[C@@H](O)C[C@H](O)C1
BRD-K37991163,Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2OCOc2c1
BRD-K59715032,NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O)OC(=O)NCCN)c1ccccc1
BRD-K74514084,CN(c1ccc2c(C)n(C)nc2c1)c1ccnc(Nc2ccc(C)c(c2)S(N)(=O)=O)n1
BRD-K66412701,C[C@H]1COc2c(c(F)cc3c2n1cc(C(O)=O)c3=O)C1(N)CC1
BRD-A29289453,COC(=O)C1=C(C)NC(C)=C(C1C)C(=O)OCCSc1ccccc1
BRD-K12867552,CN(C)Cc1c(oc2ccccc12)C(=O)NCCOc1ccc(cc1)C(=O)NO
BRD-K49865102,OC[C@@H](O)CONC(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
BRD-K34713073,CN(C)c1ccc(Cn2cnc3CN([C@@H](Cc23)C(O)=O)C(=O)C(c2ccccc2)c2ccccc2)cc1C
BRD-K26603252,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC
BRD-K97764662,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1
BRD-K05104363,Fc1ccc(C(=O)NOCC2CC2)c(Nc2ccc(I)cc2Cl)c1F
BRD-K08799216,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C
BRD-K31731454,Cc1cccn2c1ncc(-c1nnn[nH]1)c2=O
BRD-K47780086,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1
BRD-K15409150,OC1(CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccc(Cl)c(c1)C(F)(F)F
BRD-K43966364,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(O)=O
BRD-K03842655,CC(=C)[C@H]1O[C@H]2CC[C@]3(C)[C@]4(C)[C@@H](CC[C@@]3(O)[C@@]52O[C@@H]5[C@H]1O)[C@@H]6OC(C)(C)[C@H]7C[C@@H]8C(=C)Cc9c(Cl)cc%10[nH]c4c6c%10c9[C@@]87O
BRD-K13183738,NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(N)=N)cc1
BRD-A44448661,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
BRD-K57569181,CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O
BRD-K41438959,O=c1c(cc(cn1-c1ccccc1)-c1ccccn1)-c1ccccc1C#N
BRD-A19633847,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
BRD-K92731339,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC
BRD-K67844266,NS(=O)(=O)OC[C@@H]1C[C@H](C[C@@H]1O)n1ccc2c(N[C@H]3CCc4ccccc34)ncnc12
BRD-K31519811,Cn1cc(c(n1)-c1ccc(OCc2ccc3ccccc3n2)cc1)-c1ccncc1
BRD-K61691541,CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(cn1)C(C)(C)CNCC(C)(C)C
BRD-K37764012,CN(C)C[C@@H](NC(=O)N1Cc2c(Nc3nc(C)nc4ccsc34)n[nH]c2C1(C)C)c1ccccc1
BRD-K68747584,CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1c1cc(Nc3ncc(c(NC4CCC4)n3)C(F)(F)F)ccc21
BRD-K94420399,O[C@]1(CC[C@@H](CC1)N[C@H]1CCN(C1)C(=O)CNC(=O)c1cccc(c1)C(F)(F)F)c1ccc(cn1)-c1ncccn1
BRD-K73319509,OCCn1cc(cn1)-c1cnc2nnn(Cc3ccc4ncccc4c3)c2n1
BRD-K50031829,C[C@@H]1CN(Cc2ncccn2)C[C@H]1c1nc2n(ncc2c(=O)[nH]1)C1CCOCC1
BRD-K86816506,FC(F)(F)c1ccc(Oc2cccc(C=C3CCN(CC3)C(=O)Nc3cccnn3)c2)nc1
BRD-K30550578,Nc1ncnc2OCCN(c3ccc(cc3)[C@H]3CC[C@H](CC(O)=O)CC3)C(=O)c12
BRD-K07310275,COc1ccc(cn1)-c1cc2c(C)nc(N)nc2n([C@H]2CC[C@@H](CC2)OCCO)c1=O
BRD-K93788137,CN(c1ccccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O
BRD-K03063480,Cn1cc(cn1)-c1[nH]c2cc(NC(=O)[C@H](N)C3CCCCC3)cc3c2c1cn[nH]c3=O
BRD-K99545815,CN(c1ncccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O
BRD-K79239947,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4NC(=O)CCc4c3)ncc2C(F)(F)F)c1
BRD-K13094524,COc1ccccc1S(=O)(=O)Nc1ccc2NC(=O)N(C)Cc2c1
BRD-K95880107,CNC(=O)c1ccc(C)c(c1)-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O
BRD-K95435023,Cc1[nH]c(\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1
BRD-K50000283,O=C1NCCc2[nH]c(cc12)-c1ccncc1
BRD-K64800655,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C
BRD-K60997853,CNC(=O)c1nn(C)c-2c1C(C)(C)Cc1cnc(Nc3ccc(cc3)N3CCN(C)CC3)nc-21
BRD-K46937689,Cc1cc(=O)n(-c2ccccc2)n1C
BRD-K11399644,NC(=N)NC(=N)NCCc1ccccc1
BRD-A49838158,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O
BRD-A18043272,CN1C(=O)CC(C1=O)c1ccccc1
BRD-K96319534,CC(C)(N)Cc1ccccc1
BRD-K90333595,Cc1ccc(cc1)N(CC1=NCCN1)c1cccc(O)c1
BRD-K70592483,NC(=O)CC[C@H](NC(=O)Cc1ccccc1)C(O)=O
BRD-K10843433,CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1
BRD-K67102207,OC(=O)CCCc1ccccc1
BRD-K73381542,CNC[C@H](O)c1cccc(O)c1
BRD-K55930204,O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1
BRD-K25650355,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1
BRD-K67868012,Oc1cccc(c1)-c1nc(N2CCOCC2)c2oc3ncccc3c2n1
BRD-K17026858,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1ccc2nc([nH]c2c1)-c1ccc(O)cc1
BRD-K47642186,COc1ccc(cc1OC1CCCC1)C(=O)Nc1c(Cl)cncc1Cl
BRD-K01029106,O=C(O[Cr](OC(=O)c1ccccn1)OC(=O)c1ccccn1)c1ccccn1
BRD-K67277431,COc1ccc(cc1C(=O)NCc1cccnc1)C(=O)NCc1cccnc1
BRD-K44442813,OC(=O)[C@@H]1CSCN1C(=O)[C@@H]1CCC(=O)N1
BRD-K29395450,CC(=O)Nc1nc(C)c(s1)-c1ccc(Cl)c(c1)S(=O)(=O)NCCO
BRD-A85548292,CC(C(=O)Nc1cc(C)ccn1)c1cccc(c1)C(=O)c1ccccc1
BRD-K49456274,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1
BRD-K85090592,CC[C@H]1[C@@H](Cc2cncn2C)COC1=O
BRD-K83405785,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1
BRD-K97729603,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\[C@@H]1CC[C@@H](Cl)[C@@H](C1)OC
BRD-A84575140,COc1ccc(cc1)-c1nc2cc(ccc2[nH]1)C1=NNC(=O)CC1C
BRD-K01292756,Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1
BRD-A43882281,CC(N\C(Nc1ccncc1)=N\C#N)C(C)(C)C
BRD-A70998768,COc1cc(Br)c(C[N+]2(CCOCCC3CC[C@H]4C[C@@H]3C4(C)C)CCOCC2)cc1OC
BRD-A97701745,CC(C)NCC(O)COc1cccc2[nH]ccc12
BRD-A69275535,COC1C(O)[C@@H](O)C(O)C(O)[C@H]1O
BRD-A48430263,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
BRD-A97479839,CCN1CCCC(C1)OC(=O)C(c1ccccc1)c1ccccc1
BRD-K19456237,NC(=O)CN1CCCC1=O
BRD-K65992024,OC(=O)c1cc(O)c2c3nc4ccccc4oc3cc(=O)c2n1
BRD-K89375097,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc23)CC1
BRD-K87990216,NS(=O)(=O)c1cc(cc(N2CCCC2)c1Oc1ccccc1)C(O)=O
BRD-K96862998,Cc1ccc(=O)n(c1)-c1ccccc1
BRD-K47936004,C(N1CCN(CC1)c1ncccn1)c1ccc2OCOc2c1
BRD-A57382968,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O
BRD-K75958547,O[C@H](C[C@H](O)\C=C\c1c(nc2ccccc2c1-c1ccc(F)cc1)C1CC1)CC(O)=O
BRD-A41451487,CCC(C)N(C)C(=O)c1cc2ccccc2c(n1)-c1ccccc1Cl
BRD-A28467416,O=C(Nc1ccncc1)Nc1ccc(cc1)-c1nc(nc(n1)N1CCOCC1)N1C2CCC1COC2
BRD-K16478699,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
BRD-K47869605,COc1cc(cc(OC)c1OC)[C@H]1[C@@H]2[C@H](COC2=O)[C@@H](O)c2cc3OCOc3cc12
BRD-A12994259,Nc1cccc2C(=O)N(C3CCC(=O)NC3=O)C(=O)c12
BRD-K44227013,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4cccnn34)cc2C(F)(F)F)CC1
BRD-A29322418,C[C@]12CCC3C(C=CC4=CC(=O)CC[C@]34C)C1CC[C@@]2(O)CCC(O)=O
BRD-A74914197,Nc1nc(N)c2nc(CC(CC#C)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2n1
BRD-K06388322,CCCN[C@H]1CCc2nc(N)sc2C1
BRD-K97045029,O=C(Nc1cccc2c1oc(cc2=O)-c1nnn[nH]1)c1ccc(OCCCCc2ccccc2)cc1
BRD-K31447894,CC[C@H](C)C(=O)O[C@@H]1C[C@H](O)C=C2C=C[C@H](C)[C@@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12
BRD-A11170096,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12
BRD-A21858158,O=C(C1CCCCC1)N1CC2N(CCc3ccccc23)C(=O)C1
BRD-K49111258,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4ccco4
BRD-A62525898,C[C@]12CC(=O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)CO
BRD-K52183142,CC(=O)[C@@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C
BRD-K46290096,COCCOc1ccc(cc1)N1CCN(CCn2ncc3c2nc(N)n2nc(nc32)-c2ccco2)CC1
BRD-A55913614,COc1cc(NC(C)CCCN)c2ncccc2c1
BRD-K32247306,CCC1(C(=O)NCNC1=O)c1ccccc1
BRD-K25204779,CN(C(=O)Cc1ccc(cc1)-c1ccccn1)c1nc(C)c(s1)S(N)(=O)=O
BRD-K95237249,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(O)=O
BRD-K72029282,CC(C)(Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
BRD-K75089421,CCN(CC)CCNC(=O)c1ccc(N)cc1
BRD-K24616672,CCN(CC)CCOC(=O)c1ccc(N)cc1
BRD-K19352500,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1
BRD-A67479912,CC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C
BRD-A44863528,CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)c1ccccc1
BRD-K28183345,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1
BRD-A26334849,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
BRD-K59273480,CCCn1cnc2n(C)c(=O)n(CCCCC(C)=O)c(=O)c12
BRD-A10070317,CC(C)NCC(O)COc1cccc2ccccc12
BRD-K48168960,CCCc1cc(=O)[nH]c(=S)[nH]1
BRD-A16997652,NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1
BRD-K42098891,CNCCCC1c2ccccc2C=Cc2ccccc12
BRD-K16757695,Fc1ccc(CN2CCC(CC2)Nc2ncnc3sc(Cl)cc23)cc1C#N
BRD-K99092662,Cc1c(ccc(C#N)c1Cl)N1C(=O)[C@@H]2[C@H](O)CCN2C1=O
BRD-K07798980,C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O
BRD-K05674516,CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
BRD-K53097745,COc1cc(OC)cc(C=Cc2ccc(O)cc2)c1
BRD-A56592690,CCC(C)SSc1ncc[nH]1
BRD-K28667793,NC(=O)c1cnccn1
BRD-K61693562,NC(=N)NC(=O)c1cnccn1
BRD-K01567962,O=C1c2ccccc2-c2n[nH]c3cccc1c23
BRD-K88429204,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
BRD-K72636697,Cc1ccc(cc1NC(=O)C=C)-n1c2c(ccc1=O)cnc1ccc(cc21)-c1cn[nH]c1
BRD-K24515980,Cc1ccc(cc1NC(=O)c1ccno1)C(=O)Nc1cc(NC(=O)C=C)cc(c1)C(F)(F)F
BRD-K99252563,Cn1cc(cn1)-c1ccc2ncc3ccc(=O)n(-c4ccc5CCN(C(=O)C=C)c5c4)c3c2c1
BRD-K97399794,Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O
BRD-K68867920,OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12
BRD-K39503511,CC(C)(C)Sc1c(CC(C)(C)C(O)=O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12
BRD-K72222507,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(O)=O
BRD-K59632282,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1
BRD-K99257182,COc1ccc2nccc([C@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
BRD-K93918653,CC(C)(C)c1cc(NC(=O)Nc2ccc(cc2)-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc32)no1
BRD-K14870255,Nc1nc(Nc2ccc3CC[C@@H](CCc3c2)N2CCCC2)nn1-c1cc2CCCc3ccccc3-c2nn1
BRD-K52233191,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(CC2)S(C)(=O)=O)nc1N
BRD-K76022557,CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31
BRD-A39390670,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C
BRD-A08187463,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1
BRD-K04111260,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC
BRD-K84683831,CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(c(F)c1)-c1ccc(CNCc2cnn[nH]2)cc1
BRD-A39996500,CC1CC2OC2\C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1
BRD-K93123848,Cn1c(Nc2ccc(cc2)C(F)(F)F)nc2cc(Oc3ccnc(c3)-c3ncc([nH]3)C(F)(F)F)ccc12
BRD-K63828191,Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1
BRD-K05658747,Cc1nnc(o1)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
